,autumn,spring,summer,winter
0,0.2956404761904761,0.3458685897435898,0.5114374999999999,0.11079084967320241
1,0.11710887096774192,0.48015178571428563,0.2387916666666667,0.1872368421052632
2,0.10355539772727272,0.8157455357142859,0.2961750000000003,0.05954722222222225
3,0.10554398826979461,0.4729666666666665,0.38638888888888884,0.33941666666666664
4,0.37289999999999995,0.4126470588235294,0.2909166666666667,0.20832679738562088
5,0.3384774305555554,0.42963392857142846,0.19087500000000002,0.03743315508021385
6,0.20460227272727285,0.16918131868131855,0.10589999999999977,0.29530624999999994
7,0.030924242424242406,0.13994047619047612,0.020035714285714486,0.31014215686274504
8,0.08409498207885313,0.03319999999999989,0.04726666666666719,0.17500000000000002
9,0.029872983870967814,0.11088888888888877,0.2469642857142862,0.2652777777777778
10,0.018924999999999775,0.042144444444444575,0.005657142857141806,0.3620397727272726
11,0.09853225806451607,0.0615166666666664,0.09386111111111117,0.26532102272727254
12,0.01615000000000011,0.013562500000000031,0.12189999999999955,0.035840277777777846
13,0.09345391705069117,0.08994755244755259,0.2668666666666664,0.03474652777777798
14,0.010694556451612908,0.12047058823529405,0.09837499999999988,0.0367303921568628
15,0.057440860215053874,0.05496250000000009,0.16328571428571456,0.1949469696969697
16,0.3080217948717946,0.149475935828877,0.08279999999999955,0.013332535885167474
17,0.1581642156862746,0.012158653846153694,0.21601785714285726,0.10611607142857137
18,0.23951562499999995,0.21205982905982906,0.11805555555555523,0.1807857142857143
19,0.19792652329749097,0.631669696969697,0.22108333333333327,0.15941911764705893
20,0.12412500000000003,0.6564185520361994,0.07692499999999936,0.06983928571428555
21,0.0988968750000001,0.24884740259740254,0.04921250000000032,0.04844871794871791
22,0.11024857954545435,0.3821625000000002,0.18866666666666618,0.16309615384615408
23,0.4235252403846154,0.1267307692307692,0.2778818181818178,0.1265223214285714
